TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000075	"cell cycle checkpoint signaling"	NaN	5.05641694848285	0.32328191945839696	0.8709301816949185	0.22888424	null
GO:0007088	"regulation of mitotic nuclear division"	7088	NaN	4.668609530089896	0.13236357747722285	0.8554075438711358	0.9379335	75
GO:0045839	"negative regulation of mitotic nuclear division"	45839	NaN	4.358068162561539	0.06474666469222366	0.857444160065041	0.83884606	75
GO:0051784	"negative regulation of nuclear division"	51784	NaN	4.449138853393678	0.07985308417952183	0.8698012567823052	0.89159982	75
GO:0000723	"telomere maintenance"	NaN	4.859264422603913	0.2053178457660973	0.8720617454077266	0.32440155	null
GO:0000819	"sister chromatid segregation"	819	NaN	4.973954074758354	0.26737312055530305	0.8670573122983265	0.73917624	723
GO:0032200	"telomere organization"	32200	NaN	4.859618578772181	0.2054853478803147	0.9147155027832293	0.72340318	723
GO:0006515	"protein quality control for misfolded or incompletely synthesized proteins"	NaN	4.726034066487064	0.1510755509485219	0.91554497480593	0.15649529	null
GO:0006626	"protein targeting to mitochondrion"	NaN	4.256525324848108	0.05124712989385817	0.8751789831979666	0.65730245	null
GO:0006839	"mitochondrial transport"	NaN	4.595892857941949	0.11195670973155487	0.9045526000494554	0.21422154	null
GO:0006855	"xenobiotic transmembrane transport"	NaN	3.1017470739463664	0.003585680851805599	0.9327183011541853	0.16793792	null
GO:0007163	"establishment or maintenance of cell polarity"	NaN	4.948672095747965	0.2522525059735796	0.9965408117283007	0	null
GO:0008360	"regulation of cell shape"	NaN	5.37208863977845	0.6687365764089568	0.9319774425614974	0.57140116	null
GO:0008612	"peptidyl-lysine modification to peptidyl-hypusine"	NaN	1.146128035678238	0.00003690724550552082	0.9672918308693376	0.02556682	null
GO:0009251	"glucan catabolic process"	NaN	5.022023996288323	0.29866762572509964	0.914830327607336	0.51231925	null
GO:0016072	"rRNA metabolic process"	NaN	5.779015360002962	1.7068011195727755	0.9452630334516883	0.08756538	null
GO:0016109	"tetraterpenoid biosynthetic process"	NaN	4.301637582726872	0.05685703121069733	0.9643746056584048	0.08128605	null
GO:0016145	"S-glycoside catabolic process"	NaN	2.6314437690131722	0.0012122610639121068	0.9210162467086798	0.36811379	null
GO:0017038	"protein import"	NaN	4.400365273349939	0.07137009575102213	0.8830708610175999	0.20676582	null
GO:0019684	"photosynthesis, light reaction"	NaN	4.497302925540968	0.08921900748126901	0.9204369285520203	0.03988687	null
GO:0009767	"photosynthetic electron transport chain"	9767	NaN	4.017617573339674	0.029562703649922167	0.9202290212754932	0.80704253	19684
GO:0009772	"photosynthetic electron transport in photosystem II"	9772	NaN	3.540954808926133	0.009862751606629177	0.92363033835121	0.80868417	19684
